Rank,Full Name,Title,Birth-Date,Death-Date,Biography,Links,Gender,Dialect,Voice,Region,Location,Appearance,AppearanceBasis,Dress,Signature,Set,Epithet,Cliche,Accent,Glyph
223,Kim Il-sung,Statesman,1912,1994,"Kim Il-sung was the founder of North Korea and creator of the 'Juche' ideology of national self-reliance. His rule was characterized by a pervasive personality cult and the initiation of the Korean War. As 'Eternal President,' his family has maintained absolute control of North Korea for three generations.",https://en.wikipedia.org/wiki/Special:Search?search=Kim%20Il-sung,male,"Korean, cold and absolute",cold and commanding,East Asia,"Pyongyang, Korea",,,,,,,,,
224,Bruce Lee,Athlete/Actor,1940,1973,"Bruce Lee was a Chinese-American martial artist and actor who revolutionized the depiction of Asians in Western cinema. Through films like 'Enter the Dragon,' he became a global icon of physical discipline. His impact on martial arts and popular culture transcends his short life, making him a symbol of cultural crossover.",https://en.wikipedia.org/wiki/Special:Search?search=Bruce%20Lee,male,"Hong Kong Cantonese-American, intense and swift",fierce and rallying,East Asia,San Francisco / Hong Kong,,,,,,,,,
225,Karl Lagerfeld,Designer,1933,2019,"Karl Lagerfeld was a German fashion designer and the creative director of Chanel for over three decades. Widely regarded as the most influential figure in modern luxury, he revitalized classic brands and transformed fashion shows into global events. His creative vision redefined the modern fashion icon.",https://en.wikipedia.org/wiki/Special:Search?search=Karl%20Lagerfeld,male,"German-French, imperious and chic",imperious and proud,Central Europe,"Hamburg, Germany",,,,,,,,,
226,Giuseppe Garibaldi,Statesman,1807,1882,"Giuseppe Garibaldi was an Italian general who played a central role in the 'Risorgimento,' the movement for Italian unification. Leading his army of 'Redshirts,' he conquered Sicily and Naples to form a unified Kingdom of Italy. He remains a symbol of the struggle for liberty and national identity.",https://en.wikipedia.org/wiki/Special:Search?search=Giuseppe%20Garibaldi,male,"Italian, fiery and patriotic",fierce and rallying,Southern Europe,Nice (then Sardinia),,,,,,,,,
227,Andrew the Apostle,Apostle,6,60,"Andrew was one of the twelve original disciples of Jesus and the brother of Simon Peter. Traditionally regarded as the first-called apostle, he is credited with spreading Christianity around the Black Sea and Greece. His martyrdom on an X-shaped cross became a central symbol in Christian art.",https://en.wikipedia.org/wiki/Special:Search?search=Andrew%20the%20Apostle,male,"Koine Greek, devoted and plain",grave and deliberate,Middle East,"Bethsaida, Galilee",,,,,,,,,
228,Mother Teresa,Humanitarian,1910,1997,Mother Teresa was an Albanian-Indian nun who founded the Missionaries of Charity to serve 'the poorest of the poor' in Calcutta. Her selfless dedication earned her the Nobel Peace Prize and turned her into a global symbol of compassion. She was canonized as a saint for her tireless efforts.,https://en.wikipedia.org/wiki/Special:Search?search=Mother%20Teresa,female,"Albanian-Macedonian, gentle and resolute",tender and lyrical,Southeast Europe,"Skopje, Macedonia",,,,,,,,,
229,Robert Schumann,Composer,1810,1856,"Robert Schumann was a German composer and leading figure of the early Romantic movement. Known for deeply personal piano music and Lieder, his work often explored the boundaries of psychological state. His tragic battle with mental illness underscored the romantic ideal of the 'suffering artist.'",https://en.wikipedia.org/wiki/Special:Search?search=Robert%20Schumann,male,"German, lyrical and tormented",melancholy and reflective,Central Europe,"Zwickau, Germany",,,,,,,,,
230,Henri Matisse,Artist,1869,1954,"Henri Matisse was a revolutionary French artist who defined the developmental movements in the visual arts of the early 20th century. Initially labeled a 'Fauve' for his expressive use of color, he later developed a style that emphasized simplified forms. His work fundamentally changed the course of modern painting and sculpture.",https://en.wikipedia.org/wiki/Special:Search?search=Henri%20Matisse,male,"French, vivid and bold",luminous and exalted,Western Europe,"Le Cateau-Cambresis, France",,,,,,,,,
231,Empress Elisabeth of Austria,Empress,1837,1898,"Elisabeth, known as Sisi, was the Empress of Austria celebrated for her beauty and her complex, independent spirit. She famously struggled against the rigid constraints of the Habsburg court, becoming a symbol of individuality. Her deep affection for Hungary left a lasting political impact on Central Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Empress%20Elisabeth%20of%20Austria,female,"Austrian-German, melancholy and beautiful",melancholy and reflective,Central Europe,Munich / Vienna,,,,,,,,,
232,John Lennon,Musician,1940,1980,"John Lennon was a founding member of the Beatles and one of the most influential songwriters and cultural figures of the 20th century. Beyond his musical innovations, he became a global icon for peace through anthems like 'Imagine.' His legacy as both an artist and a political agitator continues to inspire generations.",https://en.wikipedia.org/wiki/Special:Search?search=John%20Lennon,male,"Liverpool English, sharp and dreaming",ironic and probing,Western Europe,"Liverpool, England",,,,,,,,,
233,Coco Chanel,Fashion,1883,1971,"Coco Chanel was a French fashion designer who revolutionized women's clothing by liberating them from the 'corseted silhouette.' She popularized a sporty chic that became the feminine standard of style. Her influence extended beyond clothes, defining the modern, independent woman of the 20th century.",https://en.wikipedia.org/wiki/Special:Search?search=Coco%20Chanel,female,"French, chic and audacious",cold and commanding,Western Europe,"Saumur, France",,,,,,,,,
234,Titian,Artist,1488,1576,"Titian was the greatest painter of the 16th-century Venetian school and a master of color and texture. His versatile style spanned portraits, landscapes, and mythological subjects, influencing generations from Rubens to Rembrandt. His work for European monarchs defined the visual grandeur of the era.",https://en.wikipedia.org/wiki/Special:Search?search=Titian,male,"Venetian Italian, opulent and masterful",luminous and exalted,Southern Europe,"Pieve di Cadore, Italy",,,,,,,,,
235,Laozi,Philosopher,-604,-531,Laozi was an ancient Chinese philosopher credited with writing the 'Tao Te Ching' and founding Taoism. He emphasized living in harmony with the 'Tao' (the Way) and the virtue of humility. His ideas on non-action and simplicity have profoundly influenced Eastern philosophy and religion for over two millennia.,https://en.wikipedia.org/wiki/Special:Search?search=Laozi,male,"old courtly Chinese, paradoxical and serene",aphoristic and patient,East Asia,"State of Chu, China",,,,,,,,,
236,Vladimir Putin,Statesman,1952,2026,"Vladimir Putin has served as the dominant leader of Russia since 1999, presiding over a period of domestic stabilization and aggressive foreign policy. His leadership is defined by the centralization of state power and the reassertion of Russian influence on the global stage. His actions have fundamentally reshaped 21st-century geopolitics.",https://en.wikipedia.org/wiki/Special:Search?search=Vladimir%20Putin,male,"Russian, cold and controlled",cold and commanding,Eastern Europe,"Leningrad, Russia",,,,,,,,,
237,Frederick I Holy Roman Emperor,Emperor,1122,1190,"Frederick I, known as Barbarossa, sought to restore the glory of the Roman Empire through military conquest and administrative reform. He spent decades campaigning in Italy to assert imperial authority over the papacy. His death during the Third Crusade turned him into a legendary German national hero.",https://en.wikipedia.org/wiki/Special:Search?search=Frederick%20I%20Holy%20Roman%20Emperor,male,"German-Latin, imperial and martial",imperious and proud,Central Europe,Swabia (HRE),,,,,,,,,
238,Napoleon III,Emperor,1808,1873,"Napoleon III, the nephew of Napoleon I, was the first President of France and later the Emperor of the Second French Empire. He presided over a period of industrial growth and the grand reconstruction of Paris. Though his foreign policy ended in defeat, his reign modernized French infrastructure.",https://en.wikipedia.org/wiki/Special:Search?search=Napoleon%20III,male,"French, ambitious and calculating",sly and silken,Western Europe,"Paris, France",,,,,,,,,
239,Alan Turing,Scientist,1912,1954,"Alan Turing was an English mathematician whose work provided the theoretical foundation for modern computer science. During WWII, his leadership at Bletchley Park was instrumental in breaking the German Enigma code. Despite his heroic contributions, he was persecuted for his personal life, receiving a pardon only decades after his death.",https://en.wikipedia.org/wiki/Special:Search?search=Alan%20Turing,male,"English RP, brilliant and tragic",ironic and probing,Western Europe,"London, England",,,,,,,,,
240,Mary II of England,Queen,1662,1694,"Mary II reigned as Queen of England alongside her husband, William III, following the Glorious Revolution. Her accession marked the definitive shift to constitutional monarchy, solidifying the power of Parliament. Her steady governance provided crucial stability during a transformative period in British history.",https://en.wikipedia.org/wiki/Special:Search?search=Mary%20II%20of%20England,female,"English-Dutch, dutiful and grave",grave and deliberate,Western Europe,"London, England",,,,,,,,,
241,Stendhal,Writer,1783,1842,Stendhal was a French writer whose novels 'The Red and the Black' and 'The Charterhouse of Parma' are foundational works of realism. He is renowned for his acute psychological analysis and his exploration of individual passion versus social ambition. His analytical prose style significantly influenced later masters like Tolstoy.,https://en.wikipedia.org/wiki/Special:Search?search=Stendhal,male,"French, ironic and worldly",ironic and probing,Western Europe,"Grenoble, France",,,,,,,,,
242,Averroes,Philosopher,1126,1198,"Averroes was a Muslim polymath and philosopher in Al-Andalus who wrote influential commentaries on Aristotle. He sought to reconcile Islamic theology with Aristotelian reason, advocating for the compatibility of faith and philosophy. His ideas profoundly influenced the development of scholasticism in medieval Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Averroes,male,"Andalusian Arabic, lucid and learned",aphoristic and patient,Southwestern Europe,"Cordoba, Al-Andalus",,,,,,,,,
243,Alfred Hitchcock,Director,1899,1980,"Alfred Hitchcock was an English filmmaker often called the 'Master of Suspense.' He pioneered many techniques in the thriller and horror genres, including films like 'Psycho' and 'Vertigo.' He remains one of the most studied and influential directors in the history of cinema for his mastery of audience psychology.",https://en.wikipedia.org/wiki/Special:Search?search=Alfred%20Hitchcock,male,"English RP, droll and macabre",ironic and probing,Western Europe,"London, England",,,,,,,,,
244,Hirohito,Emperor,1901,1989,"Hirohito, posthumously Emperor Showa, was the 124th Emperor of Japan, presiding over the nation's involvement in WWII and its subsequent recovery. Following the war, he transitioned from a 'living god' into a constitutional monarch, symbolizing Japan's transformation into a modern democratic state.",https://en.wikipedia.org/wiki/Special:Search?search=Hirohito,male,"classical Japanese, reserved and grave",grave and deliberate,East Asia,"Tokyo, Japan",,,,,,,,,
245,Margaret Thatcher,Prime Minister,1925,2013,"Margaret Thatcher, known as the 'Iron Lady,' was the first female Prime Minister of the United Kingdom. Her policies of privatization and deregulation fundamentally transformed the British economy and society. Her leadership during the Falklands War and her anti-communist stance made her a pivotal 20th-century figure.",https://en.wikipedia.org/wiki/Special:Search?search=Margaret%20Thatcher,female,"English RP, iron and resolute",cold and commanding,Western Europe,"Grantham, England",,,,,,,,,
246,Gustav Klimt,Artist,1862,1918,"Gustav Klimt was an Austrian symbolist painter and a prominent member of the Vienna Secession. He is best known for his 'Golden Phase,' utilizing gold leaf to explore themes of love and the human psyche. His decorative yet profound art captured the fin-de-siècle atmosphere of Vienna.",https://en.wikipedia.org/wiki/Special:Search?search=Gustav%20Klimt,male,"Austrian-German, golden and sensual",luminous and exalted,Central Europe,"Vienna, Austria",,,,,,,,,
247,Nebuchadnezzar II,King,-642,-562,Nebuchadnezzar II was the longest-reigning and most powerful king of the Neo-Babylonian Empire. He is famous for the construction of the Hanging Gardens of Babylon and the destruction of the First Temple in Jerusalem. His reign represents the height of Babylonian architectural splendor and military dominance.,https://en.wikipedia.org/wiki/Special:Search?search=Nebuchadnezzar%20II,male,"ancient Babylonian, conquering and proud",imperious and proud,Middle East,Babylon,,,,,,,,,
248,Marcel Proust,Writer,1871,1922,"Marcel Proust was a French novelist best known for his monumental work 'In Search of Lost Time.' This masterpiece is celebrated for its profound exploration of memory, time, and the social dynamics of the French aristocracy. His focus on the interior life of the narrator fundamentally altered the modern novel.",https://en.wikipedia.org/wiki/Special:Search?search=Marcel%20Proust,male,"French, intricate and introspective",melancholy and reflective,Western Europe,"Paris, France",,,,,,,,,
249,Saint Nicholas,Saint,270,343,"Saint Nicholas of Myra was an early Christian bishop of Greek descent who became famous for his generous gift-giving. His legendary acts formed the historical basis for the global figure of Santa Claus. Beyond the myth, he was a pivotal participant in the Council of Nicaea, shaping early Christian orthodoxy.",https://en.wikipedia.org/wiki/Special:Search?search=Saint%20Nicholas,male,"Anatolian Greek, generous and kindly",warm and persuasive,Western Asia,"Myra, Anatolia",,,,,,,,,
250,Niccolo Paganini,Musician,1782,1840,Niccolò Paganini was an Italian violinist and composer who became the most celebrated violin virtuoso of his era. His extraordinary technical innovations pushed the instrument to its absolute limits. His charismatic and almost supernatural stage presence initiated the modern concept of the 'virtuoso' as a cultural superstar.,https://en.wikipedia.org/wiki/Special:Search?search=Niccolo%20Paganini,male,"Italian, demonic and virtuosic",quick and restless,Southern Europe,"Genoa, Italy",,,,,,,,,
251,Archimedes,Mathematician,-287,-212,Archimedes was a Greek polymath regarded as the greatest mathematician of antiquity. He anticipated modern calculus and analysis by applying concepts of infinitesimals and the method of exhaustion. He is also famous for his Archimedes' principle of buoyancy and the invention of the screw pump.,https://en.wikipedia.org/wiki/Special:Search?search=Archimedes,male,"Doric Greek, ingenious and absorbed",aphoristic and patient,Southern Europe,"Syracuse, Sicily",,,,,,,,,
252,Sun Yat-sen,Statesman,1866,1925,"Sun Yat-sen was a Chinese philosopher and revolutionary who served as the first provisional president of the Republic of China. He is known as the 'Father of the Nation' for his role in ending two millennia of imperial rule. His political philosophy, the 'Three Principles of the People,' guided modern Chinese nationalism.",https://en.wikipedia.org/wiki/Special:Search?search=Sun%20Yat-sen,male,"Cantonese Chinese, visionary and tireless",bright and zealous,East Asia,"Guangdong, China",,,,,,,,,
253,Mustafa Kemal Ataturk,Statesman,1881,1938,"Atatürk was the founder and first President of the Republic of Turkey, transforming the remnants of the Ottoman Empire into a modern secular state. He implemented sweeping reforms in law, education, and language, including the adoption of the Latin alphabet. His leadership fundamentally reshaped the identity of the Turkish people.",https://en.wikipedia.org/wiki/Special:Search?search=Mustafa%20Kemal%20Ataturk,male,"Turkish, reforming and resolute",fierce and rallying,Western Asia,Salonika (Ottoman),,,,,,,,,
254,William Tyndale,Scholar,1494,1536,"William Tyndale was a leading figure in the Protestant Reformation, famous for translating the Bible into English. His translation was the first to use the Greek and Hebrew texts as a primary source and the first to be mass-produced by the printing press. His work laid the foundations for the modern English language and Protestant thought.",https://en.wikipedia.org/wiki/Special:Search?search=William%20Tyndale,male,"English RP, fervent and scholarly",bright and zealous,Western Europe,"Gloucestershire, England",,,,,,,,,
255,Joseph Smith,Prophet,1805,1844,"Joseph Smith was the founder of Mormonism and the Latter Day Saint movement, publishing the Book of Mormon at age 24. He established a religious community that grew into a global faith with millions of adherents. His life and death as a martyr remain a central narrative in American religious history.",https://en.wikipedia.org/wiki/Special:Search?search=Joseph%20Smith,male,plain American frontier,bright and zealous,North America,"Sharon, Vermont, USA",,,,,,,,,
256,John Wesley,Theologian,1703,1791,John Wesley was an English cleric and theologian who co-founded the Methodist movement within the Church of England. His emphasis on personal piety and social gospel work reached the working classes during the Industrial Revolution. His organizational genius created a lasting structure for one of the world's largest Protestant denominations.,https://en.wikipedia.org/wiki/Special:Search?search=John%20Wesley,male,"English RP, fervent and methodical",bright and zealous,Western Europe,"Epworth, England",,,,,,,,,
257,Thomas Aquinas,Philosopher,1225,1274,"Saint Thomas Aquinas was an Italian Dominican friar and a primary architect of scholasticism. He sought to harmonize Aristotelian philosophy with Christian principles, most notably in his masterpiece 'Summa Theologica.' His 'Five Ways' for proving the existence of God remains a cornerstone of Western theology.",https://en.wikipedia.org/wiki/Special:Search?search=Thomas%20Aquinas,male,"Latin scholastic, measured and vast",aphoristic and patient,Southern Europe,"Roccasecca, Italy",,,,,,,,,
258,James Prescott Joule,Physicist,1818,1889,"James Prescott Joule was an English physicist who discovered the relationship between mechanical work and heat. His work led to the theory of conservation of energy and the development of the First Law of Thermodynamics. He is the namesake of the 'joule,' the standard unit of energy in the international system.",https://en.wikipedia.org/wiki/Special:Search?search=James%20Prescott%20Joule,male,"English, plain and exacting",aphoristic and patient,Western Europe,"Salford, England",,,,,,,,,
259,Heinrich Hertz,Physicist,1857,1894,"Heinrich Hertz was a German physicist who first conclusively proved the existence of the electromagnetic waves predicted by Maxwell. His experiments provided the foundation for the development of radio, television, and radar technology. He is the namesake of the 'hertz,' the unit of frequency used globally today.",https://en.wikipedia.org/wiki/Special:Search?search=Heinrich%20Hertz,male,"German, precise and discovering",aphoristic and patient,Central Europe,"Hamburg, Germany",,,,,,,,,
260,Rudolf Diesel,Inventor,1858,1913,"Rudolf Diesel was a German inventor and mechanical engineer famous for the invention of the diesel engine. His design aimed for higher efficiency and fuel flexibility compared to the steam and gasoline engines of his time. His invention revolutionized global transport and industry, though his mysterious death remains a historical puzzle.",https://en.wikipedia.org/wiki/Special:Search?search=Rudolf%20Diesel,male,"German-French, inventive and exacting",grave and deliberate,Central Europe,Paris (German family),,,,,,,,,
261,Gottlieb Daimler,Engineer,1834,1900,Gottlieb Daimler was a German engineer and industrialist who pioneered the development of high-speed internal combustion engines. He co-founded the company that would eventually become Mercedes-Benz and built the first four-wheeled automobile. His engineering vision was a primary catalyst for the birth of the modern automotive industry.,https://en.wikipedia.org/wiki/Special:Search?search=Gottlieb%20Daimler,male,"German, mechanical and driven",grave and deliberate,Central Europe,"Schorndorf, Germany",,,,,,,,,
262,Karl Benz,Inventor,1844,1929,"Karl Benz was a German engine designer and automobile engineer who is credited with inventing the first practical motorcar. His Benz Patent-Motorwagen, patented in 1886, was the first production vehicle powered by an internal combustion engine. His work established the foundational technology for human mobility in the 20th century.",https://en.wikipedia.org/wiki/Special:Search?search=Karl%20Benz,male,"German, mechanical and exacting",grave and deliberate,Central Europe,"Muhlburg, Germany",,,,,,,,,
263,Robert Boyle,Chemist,1627,1691,"Robert Boyle was an Anglo-Irish natural philosopher regarded as the first modern chemist. He is most famous for Boyle's Law, which describes the inversely proportional relationship between the pressure and volume of a gas. His work 'The Sceptical Chymist' moved the field away from alchemy toward experimental science.",https://en.wikipedia.org/wiki/Special:Search?search=Robert%20Boyle,male,"Anglo-Irish, curious and exacting",aphoristic and patient,Western Europe,"Lismore, Ireland",,,,,,,,,
264,Linus Pauling,Scientist,1901,1994,"Linus Pauling was an American chemist and the only person to win two unshared Nobel Prizes, for Chemistry and Peace. He pioneered the field of molecular biology and established the nature of the chemical bond. His activism against nuclear testing made him a global voice for scientific ethics and humanitarianism.",https://en.wikipedia.org/wiki/Special:Search?search=Linus%20Pauling,male,"American, brilliant and crusading",bright and zealous,North America,"Portland, Oregon, USA",,,,,,,,,
265,Niels Bohr,Physicist,1885,1962,"Niels Bohr was a Danish physicist who made foundational contributions to understanding atomic structure and quantum theory. He developed the Bohr model of the atom, which proposed that electrons travel in discrete orbits around the nucleus. His leadership in the Copenhagen interpretation of quantum mechanics fundamentally shifted our view of reality.",https://en.wikipedia.org/wiki/Special:Search?search=Niels%20Bohr,male,"Danish, profound and measured",aphoristic and patient,Northern Europe,"Copenhagen, Denmark",,,,,,,,,
266,Erwin Schrodinger,Physicist,1887,1961,"Erwin Schrödinger was an Austrian physicist who developed wave mechanics, a formulation of quantum theory. He is most famous for the Schrödinger equation and his 'Schrödinger's Cat' thought experiment, which explored the paradoxes of quantum superposition. His work provided the mathematical foundation for modern quantum physics.",https://en.wikipedia.org/wiki/Special:Search?search=Erwin%20Schrodinger,male,"Austrian-German, imaginative and exact",ironic and probing,Central Europe,"Vienna, Austria",,,,,,,,,
267,Richard Feynman,Physicist,1918,1988,"Richard Feynman was an American theoretical physicist known for his work in quantum electrodynamics and the development of Feynman diagrams. A brilliant communicator and Nobel laureate, he played a key role in the Manhattan Project and the investigation of the Challenger disaster. His approach to physics emphasized deep intuition and playful curiosity.",https://en.wikipedia.org/wiki/Special:Search?search=Richard%20Feynman,male,"American, playful and brilliant",playful and mercurial,North America,"Queens, New York, USA",,,,,,,,,
268,Robert Oppenheimer,Physicist,1904,1967,"Robert Oppenheimer was an American theoretical physicist and the scientific director of the Manhattan Project. Often called the 'father of the atomic bomb,' his leadership was critical to the development of the first nuclear weapons. His later life was defined by the moral weight of his creation and his advocacy for international arms control.",https://en.wikipedia.org/wiki/Special:Search?search=Robert%20Oppenheimer,male,"American, haunted and brilliant",haunted and hollow,North America,"New York City, USA",,,,,,,,,
269,Charles Babbage,Inventor,1791,1871,Charles Babbage was an English polymath and mechanical engineer who originated the concept of a digital programmable computer. His designs for the Difference Engine and the Analytical Engine provided the blueprints for modern computing hardware. He is widely regarded as the 'father of the computer' despite his machines never being completed.,https://en.wikipedia.org/wiki/Special:Search?search=Charles%20Babbage,male,"English RP, inventive and irascible",ironic and probing,Western Europe,"London, England",,,,,,,,,
270,George Boole,Mathematician,1815,1864,"George Boole was an English mathematician and logician who invented Boolean algebra, the basis of modern symbolic logic. His work proved that logic could be expressed through mathematical equations, utilizing a binary system. This breakthrough provided the theoretical foundation for the logic gates used in all modern computer circuits.",https://en.wikipedia.org/wiki/Special:Search?search=George%20Boole,male,"English, logical and quiet",aphoristic and patient,Western Europe,"Lincoln, England",,,,,,,,,
271,Kurt Godel,Logician,1906,1978,"Kurt Gödel was an Austrian-American logician and mathematician who proved the Incompleteness Theorems. His work showed that in any consistent formal system, there are truths that cannot be proven within that system. This discovery fundamentally challenged the foundations of mathematics and our understanding of human reason.",https://en.wikipedia.org/wiki/Special:Search?search=Kurt%20Godel,male,"Austrian-German, austere and profound",austere and severe,Central Europe,"Brno, Moravia",,,,,,,,,
272,David Hilbert,Mathematician,1862,1943,David Hilbert was a German mathematician recognized as one of the most influential and universal mathematicians of the 19th and 20th centuries. He formulated a list of 23 problems that guided the course of mathematical research for the 1900s. His work in geometry and proof theory established the modern axiomatic method.,https://en.wikipedia.org/wiki/Special:Search?search=David%20Hilbert,male,"German, rigorous and grand",aphoristic and patient,Central Europe,"Konigsberg, Prussia",,,,,,,,,
273,Georg Cantor,Mathematician,1845,1918,"Georg Cantor was a German mathematician who created set theory, which has become a fundamental theory in mathematics. He is famous for discovering that there are different sizes of infinity, a concept that was initially highly controversial. His work revolutionized our understanding of the mathematical infinite and the continuum.",https://en.wikipedia.org/wiki/Special:Search?search=Georg%20Cantor,male,"German-Russian, profound and embattled",haunted and hollow,Central Europe,St. Petersburg / Halle,,,,,,,,,
274,Adam Mickiewicz,Poet,1798,1855,Adam Mickiewicz was a Polish poet and revolutionary who is regarded as the national bard of Poland. His epic work 'Pan Tadeusz' is considered the last great epic poem in European literature and a primary symbol of Polish national identity. His romantic and patriotic verses inspired generations of Poles in their struggle for independence.,https://en.wikipedia.org/wiki/Special:Search?search=Adam%20Mickiewicz,male,"Polish, romantic and patriotic",tender and lyrical,Central Europe,"Zaosie, Lithuania/Poland",,,,,,,,,
275,Immanuel Kant,Philosopher,1724,1804,Immanuel Kant was a German philosopher who is considered the central figure in modern philosophy. His 'Critique of Pure Reason' sought to determine the limits and scope of human knowledge and the nature of metaphysics. His categorical imperative provided a foundational ethical framework based on universal duty and reason.,https://en.wikipedia.org/wiki/Special:Search?search=Immanuel%20Kant,male,"German, rigorous and reasoned",aphoristic and patient,Central Europe,"Konigsberg, Prussia",,,,,,,,,
276,David Hume,Philosopher,1711,1776,David Hume was a Scottish Enlightenment philosopher and historian known for his radical empiricism and skepticism. He argued that all human knowledge is based on experience and challenged the concepts of causality and the self. His work provided the primary philosophical foundation for modern scientific naturalism.,https://en.wikipedia.org/wiki/Special:Search?search=David%20Hume,male,"Scottish, skeptical and genial",ironic and probing,Western Europe,"Edinburgh, Scotland",,depicted,,,,The Sceptic,NO COMMENTS IN THE DRAWING — engine must research.,#c98a3a,🕯
277,G.W.F. Hegel,Philosopher,1770,1831,"Georg Wilhelm Friedrich Hegel was a German philosopher whose dialectical method sought to explain the development of history and thought. He proposed that reality is the unfolding of the 'Absolute Spirit' through a process of thesis, antithesis, and synthesis. His ideas profoundly influenced Marxism, existentialism, and modern political theory.",https://en.wikipedia.org/wiki/Special:Search?search=G.W.F.%20Hegel,male,"German, dense and dialectical",aphoristic and patient,Central Europe,"Stuttgart, Germany",,,,,,,,,
280,Martin Heidegger,Philosopher,1889,1976,Martin Heidegger was a German philosopher whose work 'Being and Time' explored the nature of existence and the concept of 'Dasein' (being-there). He sought to move philosophy away from abstract logic toward an engagement with the fundamental experience of being. His work is a cornerstone of 20th-century continental philosophy.,https://en.wikipedia.org/wiki/Special:Search?search=Martin%20Heidegger,male,"German, dense and searching",haunted and hollow,Central Europe,"Messkirch, Germany",,,,,,,,,
281,Ferdinand Magellan,Explorer,1480,1521,"Ferdinand Magellan was a Portuguese explorer who organized the Spanish expedition that achieved the first circumnavigation of the Earth. Though he died in the Philippines, his voyage proved that the world was round and much larger than previously thought. His crossing of the Pacific was a monumental feat of navigation and endurance.",https://en.wikipedia.org/wiki/Special:Search?search=Ferdinand%20Magellan,male,"Portuguese, intrepid and resolute",blunt and forceful,Southwestern Europe,"Sabrosa, Portugal",,,,,,,,,
282,Ernest Shackleton,Explorer,1874,1922,"Sir Ernest Shackleton was an Anglo-Irish polar explorer who led three British expeditions to the Antarctic. He is most famous for the 'Endurance' mission, where he successfully led his entire crew to safety after their ship was crushed by sea ice. His leadership under extreme duress remains a primary model for crisis management.",https://en.wikipedia.org/wiki/Special:Search?search=Ernest%20Shackleton,male,"Anglo-Irish, indomitable and stoic",blunt and forceful,Western Europe,"Kilkea, Ireland",,,,,,,,,
285,Hernan Cortes,Conquistador,1485,1547,"Hernándo Cortés was a Spanish conquistador who caused the fall of the Aztec Empire. By forging alliances with indigenous rivals and using superior weaponry, he secured Mexico for Spain. His actions initiated the era of colonization in North America and the destruction of complex civilizations.",https://en.wikipedia.org/wiki/Special:Search?search=Hernan%20Cortes,male,"Castilian Spanish, cunning and bold",sly and silken,Southwestern Europe,"Medellin, Spain",,,,,,,,,
288,Jose de San Martin,Liberator,1778,1850,José de San Martín was an Argentine general and the primary leader of the southern part of South America's successful struggle for independence. He is celebrated as a national hero in Argentina and Chile for his daring crossing of the Andes. His military brilliance ensured the end of Spanish rule in the region.,https://en.wikipedia.org/wiki/Special:Search?search=Jose%20de%20San%20Martin,male,"Argentine Spanish, disciplined and liberating",grave and deliberate,South America,"Yapeyu, Argentina",,,,,,,,,
289,Toussaint Louverture,Revolutionary,1743,1803,Toussaint Louverture was the best-known leader of the Haitian Revolution and a former slave who rose to become a brilliant general. He successfully transformed a slave insurgency into a movement for national independence. His leadership turned Haiti into the first free black republic in the world.,https://en.wikipedia.org/wiki/Special:Search?search=Toussaint%20Louverture,male,"Haitian French-Creole, defiant and shrewd",fierce and rallying,Caribbean,Saint-Domingue (Haiti),,,,,,,,,
292,Abraham Lincoln,Statesman,1809,1865,"Abraham Lincoln was the 16th President of the US, leading the nation through its greatest moral and constitutional crisis, the Civil War. He preserved the Union, abolished slavery with the Emancipation Proclamation, and modernized the US economy. His Gettysburg Address remains a primary statement of democratic purpose.",https://en.wikipedia.org/wiki/Special:Search?search=Abraham%20Lincoln,male,"plain American Midwestern, frontier-inflected",grave and deliberate,North America,"Hodgenville, Kentucky","Gaunt and very tall, the face long and hollowed under heavy brows; deep-set eyes, a long nose, and a mouth set in a line of resolve. The chin beard is untrimmed at the jaw and leaves the upper lip bare.",photograph,"Black frock coat over a patterned vest, white collar with a black bow tie, and the stovepipe hat that adds a further half-foot to a man already the tallest in the room.",The stovepipe hat; a speech rolled in one hand.,,The Unifier,Not the 1865 death-mask face by default — check the year of the moment.,#3060e0,🎩
293,Winston Churchill,Statesman,1874,1965,"Winston Churchill was the British Prime Minister who led the United Kingdom to victory in World War II. Known for his powerful oratory and his refusal to surrender to Nazi Germany, he became a global symbol of resistance and courage. He was also a Nobel laureate in literature for his historical writings.",https://en.wikipedia.org/wiki/Special:Search?search=Winston%20Churchill,male,"English RP, rolling and defiant",thunderous and prophetic,Western Europe,"Blenheim, England",,,,,,,,,
294,Franklin D. Roosevelt,Statesman,1882,1945,"Franklin D. Roosevelt, known as FDR, was the only US President to serve four terms, leading the nation through the Great Depression and WWII. His 'New Deal' programs transformed the American social contract. His vision for the post-war world provided the blueprint for the United Nations.",https://en.wikipedia.org/wiki/Special:Search?search=Franklin%20D.%20Roosevelt,male,"American patrician, warm and resolute",warm and persuasive,North America,"Hyde Park, New York, USA",,,,,,,,,
296,Nelson Mandela,Statesman,1918,2013,"Nelson Mandela was a South African revolutionary who served as the first black president of South Africa. After spending 27 years in prison, he led the country through a peaceful transition from apartheid to democracy. He is a global icon of reconciliation and human dignity.",https://en.wikipedia.org/wiki/Special:Search?search=Nelson%20Mandela,male,"Xhosa-South African, dignified and resolute",grave and deliberate,Africa,"Mvezo, South Africa",,,,,,,,,
